Control - E1,Control - E2,Control - E3
3.5505785999999997,3.09693915,2.82296565
3.543346925,3.0805440500000003,2.8185302
3.5567842,3.09688535,2.84325195
3.5613233,3.0938926,2.85741855
3.543900325,3.0870984,2.8643959
3.5487324,3.10616115,2.8565488
3.5777837000000003,3.085875,2.8826657
3.566003475,3.11306215,2.8849125
3.583556175,3.0990539,2.89417945
3.5718414999999997,3.0975791,2.8733427
3.584032825,3.0956875,2.8897474
3.5694045,3.09576165,2.8845484
3.574998925,3.10206925,2.90031505
3.5460667,3.0834111,2.9059883
3.52035,2.195825,2.91037035
3.52488845,2.2023149,2.9437147
3.53655865,2.2271285,2.92003025
3.5317781999999998,2.2275407,2.93738755
3.5320866,2.2063618,2.94309495
3.5391182,2.224367,2.9589305
3.5399624000000003,2.2106524,2.96667995
3.5403384,2.2140675,2.9777187
3.5419748999999996,2.2167928,2.96394015
3.52748755,2.223596,2.99641185
3.53961685,2.2078347,2.97602225
3.53866615,2.22179,2.9973365000000003
3.5429915,2.213754,2.99433925
3.55370045,2.2297027,3.0014207500000003
3.55431015,2.233698,2.99832315
3.5492725,2.2254648,3.0135007
3.5629729,2.242455,3.01993345
3.5545477500000002,2.2244973,3.05944935
3.57100975,2.2431037,3.02177835
3.5638715,2.2525969,3.0269077
3.5700454,2.251577,3.0346771500000003
3.5632277500000002,2.251521,3.0446942000000004
3.55372985,2.2621737,3.0332209
3.5760845000000003,2.2402074,3.04576015
3.55501925,2.2634032,3.0487638500000003
3.5819369500000002,2.2561078,3.07540095
3.5672938,2.264125,3.0766018500000003
3.58577025,2.2785313,3.09509735
3.578107,2.2866032,3.0789714000000004
3.5901139000000004,2.301222,3.09728185
3.5994573,2.3116434,3.10723495
3.608306,2.3117063,3.09764
3.6191366499999997,2.3463795,3.10700735
3.60855675,2.3198662,3.1064904
3.6090572000000005,2.3428109,3.12986325
3.6268117,2.3563476,3.13330065
3.6006631999999996,2.3853822,3.1377511
3.6045521999999997,2.3969407,3.1457899
3.6044199,2.3780434,3.135156
3.6061224999999997,2.4019165,3.11153075
3.61781135,2.385609,3.14258755
3.623443,2.4330127,3.1399149
