Main - E1,Main - E2,Main - E3
3.826852490194667,3.7238082507205297,3.6565717770566004
3.820985467383373,3.718316349757284,3.657303468157287
3.8236018055427454,3.7171944035918245,3.6576455267063492
3.8242606812199917,3.7193928781764902,3.686916240015873
3.81891557628878,3.7226351560091984,3.6862331891031745
3.8215159048213128,3.718069997386363,3.6856656245639092
3.804493750674795,3.7178037916255406,3.6815597241945306
3.811785753279273,3.701075268506494,3.677929051181917
3.7873274414032667,3.7038402713378433,3.6798733386552285
3.775361115600325,3.703868599511845,3.696248291254629
3.7810244655026457,3.70750125996591,3.7032384761685733
3.7934843871955826,3.708086096394841,3.7012455549621466
3.8044606933568286,3.7095910266977277,3.704683322654902
3.7999878103139917,3.715937670708334,3.7026217228361995
3.7951851688644687,3.7191027362499995,3.720937979916667
3.789755510944241,3.710298639098112,3.7186208790916657
3.77804841031746,3.706956454384662,3.73315555942619
3.779346248101343,3.7172349196486367,3.7340929292166662
3.7766256211721614,3.7130803298293658,3.7327853435476186
3.7971573009225343,3.710921990068001,3.7350403822142857
3.7860996041412296,3.712490696640873,3.7335567349420287
3.7862231217592597,3.7297484511765933,3.7328643444581937
3.7880333302943967,3.733061391234568,3.9207896331379177
3.7926172576923083,3.7324019156878308,3.9215738284003296
3.801663562516959,3.7134135067246348,3.9237033594211437
3.8398205005551747,3.7114483004217242,3.923134493405318
3.848130601104624,3.7080912514550266,3.9203249498809942
3.847375115041667,3.70950862734127,3.941719022962382
3.8503110947261905,3.7168487797089944,3.934465448377453
3.8695906436011906,3.701439887195767,3.9146933702563396
3.83019761701087,3.7225096501587296,3.9303308245229056
3.831475699918478,3.719441328840049,3.934983851948052
3.860935037472826,3.719152140341881,3.9153681666982325
3.851961418804348,3.712827840242165,3.911497714126131
3.686432506893116,3.7170206012820524,3.9136648751923078
3.6074231425090577,3.7339804024216523,3.915161589807692
3.8784601068840585,3.7508242409306742,3.9147314297756415
3.871941382798913,3.7497360098148156,3.9110099275
3.870587757155797,3.7486678700617286,3.9095192560416665
3.8816154412137682,3.7455172737934905,3.9095451112560387
3.8815940958333335,3.746090462987013,3.9113275352219206
3.8346645075657895,3.7457485308465603,3.9112165972327895
3.8373260756578946,3.7456333479365074,3.9120665351863355
3.832983889144737,3.742174125873016,3.907609227873377
3.8323522628289473,3.7435233753968262,3.908795821190476
3.837182870394736,3.750912005277778,3.9215787727335165
3.726509705555556,3.724052190652557,3.9262680190796706
3.7269882190476196,3.707457670396826,3.91743098036859
3.73055003968254,3.708394777380952,3.917860414166667
3.7281849952380957,3.7014055700000004,3.920897453344298
3.725907007936508,3.707919877857142,3.921022890972223
3.7169046595238098,3.7031952276984126,3.9190982346354164
3.6729497518518515,3.7114045285714283,3.9267621116666667
3.6586927481481486,3.7178860611111113,3.931433410037879
3.666250290740741,3.7140091626984124,3.9279172885119045
3.664717658333334,3.710023464814815,3.9761471832653057
3.665996964814815,3.7196939404761906,3.9694863628117916
3.6639155157407415,3.7244170350264545,4.024779133190884
3.6588637617647053,3.7223703177777785,4.02694743945869
3.3140032426470594,3.7221238967724863,4.0297842893874645
3.316024357352941,3.72296562978836,4.029421817948718
3.316626428125,3.548054584285714,4.033683052193733
3.3156114390624998,3.550055264910714,4.039565001442307
3.3174050203125005,3.5521666714285716,4.016770808333333
3.315144184375,3.5484681173214287,4.012475876388889
3.309316740625,3.6582287935374147,4.005855730555555
3.3116572984375,3.659927215986395,4.005617731388889
3.310217953125,3.625387984013605,4.0156812041666665
3.3158151390625,3.6279124293197276,4.021308779166666
3.3141267390625,4.118646803571429,4.016001606439395
3.3115738200000004,4.124944539285714,4.01147606
3.3075677066666667,4.151284126388889,4.014144866666666
3.3080583383333337,4.150897391666668,4.0109877225
3.2997664653846153,4.153704363888889,3.9114006780000006
3.301137427884615,4.154627422222222,3.91883593
